Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 22,is_available,local_path
26,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 3,12.01.21-12.05.21,12.01.21-12.05.21,L6.P3_12.01.21-12.05.21_0006.MP4,BUR,Y,Y,3.0,,1.0,,,1,1.0,,,,60,female YRG visiting; they danced for a bit,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 3/12.01.21-12.05.21/L6.P3_12.01.21-12.05.21_0006.MP4
58,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0032.MP4,BUR,Y,Y,6.0,,1.0,,1.0,1,1.0,,,,30,suspect female because she is always trying to remain above male; flying at points,,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/01.10.22-01.15.22 (BUR took over)/L6.P4_1.10.22-01.15.22_0032.MP4
69,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0003.MP4,BUR,Y,Y,5.0,,1.0,,,1,1.0,,,,30,,,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/01.15.22-01.20.22/L6.P4_1.15.22-01.20.22_0003.MP4
70,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0004.MP4,BUR,Y,Y,5.0,,1.0,,,1,1.0,,,,30,,,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/01.15.22-01.20.22/L6.P4_1.15.22-01.20.22_0004.MP4
163,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 3,12.14.21-12.18.21 (B),12.14.21-12.18.21 (B),L6.P3_12.14.21-12.18.21_0009.MP4,BYG,Y,Y,3.0,,1.0,,1.0,1,1.0,,,,30,BYG still only has B; could be juvenile male (just get that sense?) but meets criteria for courtshipSuccess so calling female,HLA,,False,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 3/12.14.21-12.18.21 (B)/L6.P3_12.14.21-12.18.21_0009.MP4
195,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0078.MP4,BYG,Y,Y,6.0,1.0,,1.0,,1,1.0,,,,60,"green unbanded bird; male not waiting for her to lead, he was leaping to other saplings without her leaping toward him; unsure if juv or f, but meets criteria for courtship success",HLA,,True,"/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.01.21-12.05.21 (LOU, then replaced by B)/L6.P4_12.01.21-12.05.21_0078.MP4"
200,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0083.MP4,BYG,Y,Y,4.0,4.0,,,1.0,1,1.0,,,,60,Unbanded green bird,HLA,,True,"/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.01.21-12.05.21 (LOU, then replaced by B)/L6.P4_12.01.21-12.05.21_0083.MP4"
213,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,12.05.21-12.10.21,12.05.21-12.10.21,L6.P4_12.05.21-12.10.21_0001-B.MP4,BYG,Y,Y,1.0,,,,1.0,1,1.0,,,,30,"Female has G on right leg; male is jumping back and forth between saplings silently, waiting for her to join the courtship dance; does make one leap onto male's perch, so counting as courtship success",HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.05.21-12.10.21/L6.P4_12.05.21-12.10.21_0001-B.MP4
217,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4,12.05.21-12.10.21,12.05.21-12.10.21,L6.P4_12.05.21-12.10.21_0005-B.MP4,BYG,Y,Y,3.0,1.0,,,2.0,1,1.0,,,,30,Unbanded female briefly entered court,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4/12.05.21-12.10.21/L6.P4_12.05.21-12.10.21_0005-B.MP4
329,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 4b,12.18.21-12.24.21,12.18.21-12.24.21,L6.P4b_12.18.21-12.24.21__0006.MP4,BYG,Y,Y,2.0,,1.0,,,1,1.0,,,,30,Unbanded green bird; BYG still only has B,HLA,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 4b/12.18.21-12.24.21/L6.P4b_12.18.21-12.24.21__0006.MP4
346,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_GUY-1.MP4,GUY,Y,Y,2.0,3.0,0.0,0.0,3.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.18.21-11.22.21/11.18.21-11.22.21_GUY-1.MP4
347,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_GUY-2.MP4,GUY,Y,Y,3.0,2.0,0.0,0.0,2.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.18.21-11.22.21/11.18.21-11.22.21_GUY-2.MP4
348,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_GUY-3.MP4,GUY,Y,Y,5.0,0.0,0.0,1.0,0.0,0,,0.0,0,0.0,60,1:00 video. Also had some rolls and calls in the background I didn’t include but could have been the manakin,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.18.21-11.22.21/11.18.21-11.22.21_GUY-3.MP4
349,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_GUY-4.MP4,GUY,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,60,0:20 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.18.21-11.22.21/11.18.21-11.22.21_GUY-4.MP4
350,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_GUY-5.MP4,GUY,Y,Y,0.0,0.0,0.0,0.0,1.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.18.21-11.22.21/11.18.21-11.22.21_GUY-5.MP4
351,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_GUY-6.MP4,GUY,Y,Y,6.0,0.0,1.0,1.0,0.0,0,,0.0,0,1.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.18.21-11.22.21/11.18.21-11.22.21_GUY-6.MP4
352,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.22.21-11.24.21,11.22.21-11.24.21,11.22.21-11.24.21_0001.MP4,GUY,Y,Y,5.0,0.0,1.0,0.0,0.0,0,,0.0,0,1.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.22.21-11.24.21/11.22.21-11.24.21_0001.MP4
353,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.22.21-11.24.21,11.22.21-11.24.21,11.22.21-11.24.21_0002.MP4,GUY,Y,Y,4.0,0.0,1.0,2.0,0.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.22.21-11.24.21/11.22.21-11.24.21_0002.MP4
354,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.22.21-11.24.21,11.22.21-11.24.21,11.22.21-11.24.21_0003.MP4,GUY,Y,Y,3.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.22.21-11.24.21/11.22.21-11.24.21_0003.MP4
355,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.22.21-11.24.21,11.22.21-11.24.21,11.22.21-11.24.21_0008.MP4,GUY,Y,y,3.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.22.21-11.24.21/11.22.21-11.24.21_0008.MP4
356,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.22.21-11.24.21,11.22.21-11.24.21,11.22.21-11.24.21_0009.MP4,GUY,Y,Y,10.0,0.0,3.0,1.0,0.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.22.21-11.24.21/11.22.21-11.24.21_0009.MP4
358,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0002.MP4,GUY,Y,Y,10.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0002.MP4
359,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0003.MP4,GUY,Y,Y,10.0,0.0,1.0,0.0,0.0,0,,0.0,0,4.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0003.MP4
360,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0004.MP4,GUY,Y,Y,8.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0004.MP4
361,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0005.MP4,GUY,Y,Y,7.0,0.0,1.0,1.0,0.0,0,,0.0,0,0.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0005.MP4
362,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0006.MP4,GUY,Y,Y,6.0,0.0,1.0,2.0,0.0,0,,0.0,0,1.0,60,1:00 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0006.MP4
363,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0007.MP4,GUY,Y,Y,11.0,1.0,4.0,1.0,0.0,0,,0.0,0,1.0,60,A little orange beaked sparrow hopped across screen during manakin display,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0007.MP4
364,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0008.MP4,GUY,Y,Y,1.0,3.0,0.0,0.0,0.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0008.MP4
365,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0009.MP4,GUY,Y,Y,11.0,0.0,1.0,0.0,8.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0009.MP4
366,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0010.MP4,GUY,Y,Y,8.0,0.0,1.0,0.0,1.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0010.MP4
367,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0011.MP4,GUY,Y,Y,6.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0011.MP4
368,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0012.MP4,GUY,Y,Y,9.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0012.MP4
369,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0013.MP4,GUY,Y,Y,12.0,7.0,2.0,0.0,0.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0013.MP4
370,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0014.MP4,GUY,Y,Y,7.0,1.0,1.0,1.0,0.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0014.MP4
371,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0015.MP4,GUY,Y,Y,14.0,0.0,10.0,0.0,0.0,0,,0.0,0,3.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0015.MP4
372,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0016.MP4,GUY,Y,Y,7.0,0.0,1.0,0.0,2.0,0,,0.0,0,2.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0016.MP4
373,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0017.MP4,GUY,Y,Y,16.0,0.0,3.0,0.0,1.0,0,,0.0,0,1.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0017.MP4
374,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0018.MP4,GUY,Y,Y,0.0,0.0,0.0,0.0,3.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0018.MP4
375,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0019.MP4,GUY,Y,Y,12.0,0.0,3.0,1.0,0.0,0,,0.0,0,1.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0019.MP4
376,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0020.MP4,GUY,Y,Y,8.0,2.0,1.0,0.0,2.0,0,,0.0,0,0.0,60,orangeBEAKED sparrow hoppin around in the back,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0020.MP4
377,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0021.MP4,GUY,Y,Y,13.0,1.0,2.0,0.0,0.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0021.MP4
378,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0024.MP4,GUY,Y,Y,6.0,1.0,1.0,1.0,0.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0024.MP4
379,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0025.MP4,GUY,Y,Y,4.0,2.0,1.0,0.0,1.0,0,,0.0,0,0.0,60,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/11.24.21-11.30.21/11.24.21-11.30.21_0025.MP4
